trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;30875.366817192982;8;true;633666;70;241;
2;32826.76334351983;8;true;629619;49;195;
3;30000.524765986294;9;true;616156;34;165;
4;30013.091240248094;9;true;600638;34;143;
5;30340.706611368714;9;true;646989;57;221;
6;30381.491542289685;9;true;611560;41;173;
7;30628.810568882465;9;true;643320;29;155;
8;30652.300632479502;9;true;611652;33;175;
9;30822.872853655463;9;true;620507;93;281;
10;31030.831293152944;9;true;681365;46;203;
11;31081.578993478404;9;true;609866;26;149;
12;31097.568431694148;9;true;623481;35;165;
13;31172.950112677805;9;true;624232;38;181;
14;31243.107461983087;9;true;646692;25;161;
15;31254.150150438618;9;true;613698;20;131;
16;31370.969972748113;9;true;629840;38;173;
17;31374.89797328357;9;true;623305;51;183;
18;31421.246168396847;9;true;614220;35;165;
19;31738.0913501904;9;true;621176;20;145;
20;31943.619339412595;9;true;633257;45;197;
21;32358.07854048172;9;true;607237;63;217;
22;32427.59268320299;9;true;619492;35;175;
23;32530.164701570488;9;true;610968;45;203;
24;32696.523166640254;9;true;621505;29;143;
25;30048.713989483065;10;true;601285;36;171;
26;30161.200627014507;10;true;618363;26;137;
27;31539.990298934732;10;true;602070;33;163;
28;31828.01195725902;10;true;622311;15;113;
29;32225.668292570357;10;true;607290;18;127;
30;32998.57850988319;10;true;645163;26;151;
