trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;56789.75196822725;100;true;600005;22274;44715;
2;56818.68121478968;100;true;600003;22347;44837;
3;56863.27594256197;100;true;600028;22148;44445;
4;56901.788199648894;100;true;600004;22138;44417;
5;56902.847880513196;100;true;600006;21567;43271;
6;56907.20716775731;100;true;600004;22622;45395;
7;56934.3464591303;100;true;600020;22388;44909;
8;56941.35124037512;100;true;600039;22544;45197;
9;56946.32324339671;100;true;600017;22138;44419;
10;56950.7949117582;100;true;600006;20899;41913;
11;56958.591694509865;100;true;600013;20934;42005;
12;56966.678640125865;100;true;600002;22134;44391;
13;56967.230517909105;100;true;600038;21277;42681;
14;56993.60712044789;100;true;600017;22200;44533;
15;56995.05393685805;100;true;600017;21834;43779;
16;57010.80809489734;100;true;600026;22996;46125;
17;57011.9468136605;100;true;600012;21935;44007;
18;57018.92363249857;100;true;600007;21763;43637;
19;57022.33443893755;100;true;600005;22394;44921;
20;57038.254970661495;100;true;600025;22562;45255;
21;57043.43053268699;100;true;600000;22752;45635;
22;57045.042269634934;100;true;600015;22191;44505;
23;57055.68111748452;100;true;600001;21991;44125;
24;57068.14880181936;100;true;600005;21747;43635;
25;57084.756861398906;100;true;600004;21655;43447;
26;57115.975926652725;100;true;600000;22316;44741;
27;57145.74948845392;100;true;600008;22974;46087;
28;57172.98632064422;100;true;600013;22188;44501;
29;57181.82775141777;100;true;600025;22231;44569;
30;57238.04827817835;100;true;600009;22936;45987;
