trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;31229.1231899818;25;true;600047;16087;32539;
2;31968.296199560282;25;true;600015;14841;30083;
3;32374.20651133664;25;true;600026;15178;30727;
4;29573.630975185704;26;true;600007;15612;31613;
5;29591.950070536655;26;true;600020;14955;30365;
6;29688.75895261083;26;true;600003;14908;30247;
7;29803.71243219103;26;true;600025;14091;28627;
8;29852.25637416096;26;true;600000;15119;30619;
9;29944.731520492496;26;true;600017;13610;27689;
10;29977.067644292616;26;true;600028;14537;29497;
11;30037.982344041928;26;true;602226;13964;28393;
12;30110.01802100724;26;true;600009;17015;34373;
13;30133.140331200255;26;true;600004;13797;28053;
14;30252.6946401638;26;true;600009;15575;31513;
15;30282.464612937954;26;true;600008;15633;31653;
16;30305.856395630213;26;true;600019;14315;29047;
17;30348.037086904755;26;true;600006;15223;30857;
18;30383.426532723002;26;true;600006;14172;28783;
19;30519.051996378003;26;true;600000;12766;26027;
20;30549.704434492698;26;true;600025;13757;27947;
21;30580.30130991189;26;true;600003;14399;29197;
22;30613.177771484956;26;true;600007;13993;28405;
23;30625.85886887211;26;true;600014;16061;32469;
24;30828.594943997337;26;true;600002;16152;32665;
25;31190.56225205171;26;true;600003;13927;28299;
26;31320.895423120164;26;true;600024;13080;26649;
27;31929.612048424817;26;true;600013;16281;32887;
28;29009.941607629233;27;true;600007;14211;28869;
29;30078.666049836425;27;true;602804;14392;29233;
30;30314.90987836081;27;true;600002;13999;28439;
