mean_bsf_nv;sd_bsf_nv;mean_bsf_tc;sd_bsf_tc;mean_bsf_fc;sd_bsf_fc;mean_exec_time;sd_exec_time;mean_total_iterations;sd_solution_evaluations;mean_total_iterations;sd_solution_evaluations;
18.733333333333334;0.4497764451088037;51747.42564752433;1001.5184785137836;1.0;0.0;602519.5;441.5405436923522;0.0;0.0;879324.8;55670.210189825135;
