trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;21317.129666490884;32;true;603838;0;646494;
2;21935.192356187847;32;true;602299;0;640260;
3;21953.058456568626;32;true;602437;0;684591;
4;21972.891409521395;32;true;603528;0;655033;
5;22367.61558529329;32;true;602686;0;619535;
6;22495.063280913022;32;true;603614;0;657168;
7;22631.70182522059;32;true;603885;0;698318;
8;22688.480714337788;32;true;602567;0;697156;
9;22713.695589014536;32;true;602906;0;730018;
10;22714.268694604125;32;true;602655;0;683018;
11;22863.11056765232;32;true;602645;0;618738;
12;22881.840515397023;32;true;603787;0;675941;
13;23149.749260033008;32;true;603455;0;685486;
14;23257.861963690655;32;true;602719;0;658378;
15;23286.472842720417;32;true;602415;0;569063;
16;22200.801482346415;33;true;602439;0;772006;
17;22238.764127555634;33;true;603492;0;776108;
18;22284.000506960878;33;true;602337;0;734030;
19;22323.98729660208;33;true;602265;0;782952;
20;22484.073461294116;33;true;602893;0;762517;
21;22561.404430873084;33;true;603002;0;836666;
22;22581.91248282148;33;true;602987;0;784535;
23;22640.554129058546;33;true;603002;0;784461;
24;22704.000011729604;33;true;603280;0;729482;
25;22738.03042564847;33;true;602688;0;826333;
26;22799.280737135665;33;true;603006;0;726149;
27;22841.142951392245;33;true;604270;0;766586;
28;22933.903465692783;33;true;604206;0;839636;
29;22986.965439171618;33;true;602334;0;710775;
30;22994.545187826145;33;true;602839;0;766201;
