trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;42488.657042713436;100;true;602766;0;493592;
2;42488.657042713436;100;true;602788;0;485357;
3;42488.657042713436;100;true;602852;0;493173;
4;42488.657042713436;100;true;602873;0;487091;
5;42488.657042713436;100;true;602751;0;490125;
6;42488.657042713436;100;true;602853;0;491872;
7;42488.657042713436;100;true;602120;0;492716;
8;42488.657042713436;100;true;602106;0;488395;
9;42488.657042713436;100;true;602170;0;497926;
10;42488.657042713436;100;true;602185;0;489695;
11;42488.657042713436;100;true;602214;0;491403;
12;42488.657042713436;100;true;602223;0;491848;
13;42488.657042713436;100;true;602102;0;478842;
14;42488.657042713436;100;true;602106;0;481878;
15;42488.657042713436;100;true;602197;0;480571;
16;42488.657042713436;100;true;602189;0;477962;
17;42488.657042713436;100;true;602204;0;480133;
18;42488.657042713436;100;true;602236;0;480557;
19;42488.657042713436;100;true;602101;0;500107;
20;42488.657042713436;100;true;602121;0;495774;
21;42488.657042713436;100;true;602098;0;496182;
22;42488.657042713436;100;true;602150;0;500542;
23;42488.657042713436;100;true;602120;0;496640;
24;42488.657042713436;100;true;602225;0;501843;
25;42488.657042713436;100;true;602066;0;474500;
26;42488.657042713436;100;true;602088;0;467558;
27;42488.657042713436;100;true;602110;0;467988;
28;42488.657042713436;100;true;602168;0;475812;
29;42488.657042713436;100;true;602185;0;473636;
30;42488.657042713436;100;true;602251;0;476678;
