trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;53415.381553989406;23;true;601725;0;733674;
2;54763.79977936854;23;true;602459;0;818823;
3;55853.63366487878;23;true;603255;0;751963;
4;56714.90343294237;23;true;602460;0;776781;
5;57017.825917977636;23;true;602683;0;737813;
6;58040.917709198926;23;true;602528;0;674125;
7;58112.13796811716;23;true;602301;0;937733;
8;54990.028070162494;24;true;601843;0;826487;
9;55485.0450565228;24;true;601927;0;898942;
10;55506.30561196885;24;true;602579;0;791554;
11;55540.06222934143;24;true;602482;0;884974;
12;55648.99598923392;24;true;603010;0;815398;
13;55710.74692487483;24;true;603130;0;860102;
14;55746.71126312594;24;true;603055;0;820424;
15;55829.38328137272;24;true;601988;0;801195;
16;56038.7677867022;24;true;602656;0;846051;
17;56044.880259487974;24;true;601732;0;952684;
18;56087.08745717152;24;true;601750;0;901915;
19;56134.87890447246;24;true;601853;0;855422;
20;56257.75287770303;24;true;602496;0;849024;
21;56324.25056805363;24;true;601742;0;854439;
22;56389.83988235048;24;true;601952;0;905727;
23;56518.95425227069;24;true;602588;0;786634;
24;56571.8870916705;24;true;602194;0;852047;
25;56571.8870916705;24;true;601996;0;849108;
26;56925.91497340419;24;true;601785;0;883260;
27;57132.897929970226;24;true;601732;0;800922;
28;57502.51847564847;24;true;601973;0;778008;
29;57591.973158193076;24;true;601903;0;827453;
30;56765.42013045274;25;true;602626;0;929858;
