trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;35383.835647275424;25;true;601876;0;1001784;
2;35642.09686417999;25;true;602194;0;1041009;
3;36704.38566515147;25;true;601768;0;1084212;
4;37127.22773252076;25;true;602021;0;1123527;
5;34387.68555612646;26;true;602285;0;1035634;
6;34676.28139598228;26;true;602466;0;1111090;
7;35692.81039739694;26;true;601783;0;978542;
8;35960.58166461047;26;true;602978;0;996299;
9;36077.996820432025;26;true;601779;0;1098140;
10;36214.99368693016;26;true;602004;0;1142654;
11;36904.61432753121;26;true;602576;0;1099514;
12;37030.278999270726;26;true;602809;0;1131646;
13;37143.021182285476;26;true;601813;0;1068124;
14;37145.693363574974;26;true;602358;0;953446;
15;37192.56659034135;26;true;602041;0;1047133;
16;37327.48630741163;26;true;603633;0;1016384;
17;37794.72187397997;26;true;601668;0;1086070;
18;38306.51426378377;26;true;601695;0;1031822;
19;38942.44678038856;26;true;602972;0;1102049;
20;36367.081776417705;27;true;602409;0;1063354;
21;36424.970544002026;27;true;601784;0;1083962;
22;36629.924821099645;27;true;601877;0;1082663;
23;36828.52290038318;27;true;601948;0;1087277;
24;37429.96837904717;27;true;601750;0;1041878;
25;37485.08661469902;27;true;601742;0;1064011;
26;37558.5695313744;27;true;601621;0;1141429;
27;37731.68746812224;27;true;602021;0;1132184;
28;37971.07206881454;27;true;601863;0;1029717;
29;38323.844186606104;27;true;603034;0;1125350;
30;38398.356229005585;27;true;602154;0;1071009;
