trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;35320.41688847498;20;true;603432;0;893236;
2;35733.33538752324;20;true;603830;0;780817;
3;36557.69992588578;20;true;607329;0;886722;
4;34485.29544053276;21;true;602100;0;977420;
5;35112.497543081365;21;true;603102;0;943211;
6;35421.31508141192;21;true;602448;0;865173;
7;36152.22738686934;21;true;602054;0;908188;
8;36158.297362440324;21;true;602860;0;888258;
9;36289.89526316312;21;true;602515;0;951132;
10;36357.685287847045;21;true;602187;0;971026;
11;36357.93262248773;21;true;602936;0;840779;
12;36412.49190218378;21;true;601962;0;932264;
13;36606.21741005349;21;true;602253;0;900455;
14;36864.89849630223;21;true;603498;0;956423;
15;36918.817650454585;21;true;607394;0;869066;
16;36952.461969293654;21;true;602596;0;904073;
17;37084.48616231558;21;true;602810;0;947289;
18;37221.422278745544;21;true;604147;0;836769;
19;37716.42634509557;21;true;602114;0;874952;
20;37716.74777218221;21;true;601871;0;967979;
21;36072.0740496601;22;true;607743;0;1004257;
22;36562.2831329456;22;true;604815;0;994784;
23;36689.30075251497;22;true;603366;0;958290;
24;36725.358217610185;22;true;607327;0;993801;
25;36798.32763740263;22;true;603422;0;946283;
26;36798.32763740263;22;true;601960;0;935117;
27;36823.058125581476;22;true;603368;0;907680;
28;36859.65554942739;22;true;602864;0;995790;
29;37351.242834309705;22;true;602504;0;865302;
30;37480.59305497048;22;true;602976;0;934897;
