trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;30725.35880075149;11;true;611526;0;354349;
2;31019.066211352652;11;true;615020;0;251884;
3;31352.497459568527;11;true;607551;0;258752;
4;31495.65519201736;11;true;617665;0;256360;
5;30965.87243006731;12;true;610853;0;55636;
6;31136.734231482154;12;true;605389;0;55640;
7;29870.11293382755;13;true;619430;0;55634;
8;29870.11293382755;13;true;620205;0;55634;
9;29870.11293382755;13;true;2849246;0;55634;
10;29870.11293382755;13;true;2850511;0;55634;
11;29870.11293382755;13;true;888652;0;55634;
12;29870.11293382755;13;true;895536;0;55634;
