mean_bsf_nv;sd_bsf_nv;mean_bsf_tc;sd_bsf_tc;mean_bsf_fc;sd_bsf_fc;mean_exec_time;sd_exec_time;mean_total_iterations;sd_solution_evaluations;mean_total_iterations;sd_solution_evaluations;
33.0;0.0;32965.218641461164;353.5154053101178;1.0;0.0;600020.1;13.97867834510338;0.0;0.0;2186896.1;47249.853226081104;
