trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;46093.05905055146;79;true;600000;0;2830584;
2;46458.15623224865;79;true;600032;0;2726061;
3;46475.06441377815;79;true;600032;0;2767770;
4;46297.01927619583;80;true;600016;0;2864728;
5;46323.09526613188;80;true;600020;0;2825946;
6;46469.730678150285;80;true;600020;0;2887682;
7;46593.933089116144;80;true;600035;0;2837282;
8;46636.024850714646;80;true;600031;0;2885092;
9;46641.65511986043;80;true;600038;0;2790956;
10;46642.83877895915;80;true;600021;0;2853188;
11;46779.971123602736;80;true;600033;0;2884471;
12;46795.906057369226;80;true;600052;0;2778030;
13;46822.63587466733;80;true;600024;0;2879642;
14;46823.32350064778;80;true;600000;0;2806624;
15;46864.5694847217;80;true;600010;0;2898781;
16;46876.514496122516;80;true;600023;0;2793600;
17;46880.07806595182;80;true;600015;0;2780252;
18;46918.6605835096;80;true;600010;0;2891689;
19;46936.744088697196;80;true;600031;0;2832268;
20;46943.16380366962;80;true;600012;0;2832305;
21;46956.94758198582;80;true;600033;0;2809303;
22;46960.740498800886;80;true;600000;0;2770442;
23;46965.03816667492;80;true;600032;0;2885996;
24;46965.25656175516;80;true;600007;0;2770287;
25;46999.30706144423;80;true;600003;0;2818743;
26;47013.632860709855;80;true;600016;0;2844656;
27;47029.98690891712;80;true;600035;0;2879324;
28;47067.25073971366;80;true;600052;0;2836000;
29;47068.62889346006;80;true;600030;0;2754097;
30;47124.551710889835;80;true;600000;0;2794028;
