trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;20026.649814509696;33;true;600018;0;1807822;
2;20178.93832599619;33;true;600008;0;1818285;
3;20519.502066654895;33;true;600026;0;1788993;
4;20562.762370812816;33;true;600025;0;1766394;
5;20571.42455160264;33;true;600027;0;1765781;
6;20895.982618842598;33;true;600026;0;1842381;
7;21045.190615033862;33;true;600031;0;1744695;
8;23451.40279793256;33;true;600030;0;1459367;
9;23896.83384080174;33;true;600033;0;1395684;
10;20849.535285846247;34;true;600019;0;1906978;
11;20866.553630595157;34;true;600038;0;1912397;
12;20872.22071391279;34;true;600017;0;1887602;
13;20910.105509488512;34;true;600009;0;1945375;
14;21041.28673940983;34;true;600007;0;1879792;
15;21088.624949779183;34;true;600016;0;1937880;
16;21168.457535671005;34;true;600001;0;1851679;
17;21171.547935829392;34;true;600016;0;1881375;
18;21225.84788257253;34;true;600001;0;1925211;
19;21264.18662348427;34;true;600015;0;1895752;
20;21338.756767711617;34;true;600031;0;1868489;
21;21966.26676199705;34;true;600033;0;1687012;
22;23132.965322409502;34;true;600021;0;1652492;
23;23276.26382617909;34;true;600011;0;1634967;
24;23404.224458619607;34;true;600005;0;1632332;
25;24270.077832649615;34;true;600001;0;1506007;
26;22122.305619804585;35;true;600030;0;1867578;
27;22341.746865801677;35;true;600010;0;1914517;
28;22518.61751409647;35;true;600030;0;1806538;
29;22740.034726268437;35;true;600037;0;1714632;
30;23194.859589382668;35;true;600011;0;1703108;
