trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;48875.66860243024;15;true;600025;0;2017231;
2;49466.675070957965;16;true;600020;0;2072372;
3;49615.79329881581;16;true;600003;0;2031294;
4;46640.64499154538;17;true;600025;0;2268712;
5;47875.50217234868;17;true;600004;0;2194611;
6;48493.85120266097;17;true;600020;0;2227458;
7;49563.20129837679;17;true;600020;0;2204897;
8;49715.98668522699;17;true;600032;0;2248154;
9;50197.522208481416;17;true;600040;0;2106362;
10;47349.54107996617;18;true;600013;0;2358205;
11;48441.41608554328;18;true;600013;0;2342349;
12;48709.772945382494;18;true;600020;0;2306250;
13;48792.19578689674;18;true;600004;0;2232543;
14;48922.89338426763;18;true;600015;0;2282688;
15;48954.31150539689;18;true;600036;0;2207809;
16;49311.296429318405;18;true;600001;0;2264628;
17;49773.57108341704;18;true;600035;0;2209374;
18;50082.71356123216;18;true;600005;0;2238392;
19;50288.81693347218;18;true;600020;0;2278507;
20;46613.64886395127;19;true;600020;0;2314316;
21;47033.23439038813;19;true;600023;0;2420816;
22;47540.99831130561;19;true;600003;0;2355076;
23;48022.256379415194;19;true;600010;0;2409711;
24;48065.90819310986;19;true;600031;0;2285289;
25;48144.281765124564;19;true;600033;0;2340186;
26;48943.58138584585;19;true;600015;0;2263930;
27;49510.16823602302;19;true;600035;0;2306951;
28;49653.47147006196;19;true;600036;0;2389192;
29;49654.50833782159;19;true;600011;0;2225263;
30;49463.46006682896;20;true;600033;0;2448195;
