trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;35051.3650016761;16;true;600017;0;2375524;
2;32121.968305214636;17;true;600022;0;2436227;
3;33418.2979543119;17;true;600012;0;2358558;
4;33874.775910656186;17;true;600037;0;2404356;
5;33904.20338988903;17;true;600007;0;2452927;
6;33967.35811054824;17;true;600023;0;2426935;
7;34213.5311821732;17;true;600001;0;2466016;
8;34921.687157738954;17;true;600000;0;2442560;
9;32309.005787742746;18;true;600017;0;2787981;
10;33187.05853784582;18;true;600010;0;2491155;
11;33482.31073604941;18;true;600019;0;2529337;
12;33692.16795434742;18;true;600037;0;2534320;
13;33803.312377737144;18;true;600002;0;2828324;
14;34045.07417608669;18;true;600031;0;2508553;
15;34178.96060673331;18;true;600017;0;2545912;
16;34231.803429091306;18;true;600019;0;2575357;
17;34387.51568833484;18;true;600027;0;2512093;
18;34596.43974204733;18;true;600007;0;2461721;
19;34698.50256479976;18;true;600000;0;2498510;
20;34734.631447608816;18;true;600001;0;2506700;
21;34776.77818040892;18;true;600029;0;2513862;
22;35059.43606429794;18;true;600017;0;2473232;
23;35906.885311630314;18;true;600030;0;2471026;
24;36424.29426105525;18;true;600043;0;2762785;
25;34777.00091335781;19;true;600010;0;2497953;
26;35011.75188532219;19;true;600010;0;2466413;
27;35012.92047454231;19;true;600017;0;2798191;
28;35993.45342026808;19;true;600017;0;2581057;
29;35377.45487000574;21;true;600029;0;2610933;
