trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;45274.15204704917;90;true;600019;0;2434488;
2;45358.5511598462;90;true;600010;0;2363477;
3;45367.370043144794;90;true;600032;0;2146867;
4;45368.73792418178;90;true;600025;0;2395904;
5;45374.33725222905;90;true;600027;0;2354484;
6;45391.78661277393;90;true;600033;0;2320719;
7;45397.53228915891;90;true;600010;0;2362568;
8;45414.69530030836;90;true;600000;0;2410279;
9;45421.36689263573;90;true;600016;0;2458081;
10;45455.67930193847;90;true;600021;0;2330404;
11;45490.45367159387;90;true;600034;0;2335280;
12;45509.60138972084;90;true;600010;0;2366663;
13;45534.793016280746;90;true;600026;0;2379299;
14;45536.187343838996;90;true;600000;0;2121189;
15;45538.058504473585;90;true;600032;0;2340665;
16;45543.236774038356;90;true;600010;0;2407716;
17;45544.14893454317;90;true;600017;0;2104435;
18;45558.743436978104;90;true;600010;0;2140415;
19;45567.55419180503;90;true;600000;0;2310882;
20;45615.23795500084;90;true;600028;0;2334067;
21;45658.70184260407;90;true;600000;0;2384137;
22;45669.934482529716;90;true;600018;0;2276265;
23;45699.20354996099;90;true;600023;0;2357158;
24;45716.564223881665;90;true;600025;0;2116103;
25;45724.46224939338;90;true;600018;0;2339487;
26;45775.06808647185;90;true;600000;0;2321511;
27;45883.20552613178;90;true;600035;0;2294592;
28;45940.1556545374;90;true;600008;0;2389041;
29;45984.59297120565;90;true;600030;0;2388783;
30;45109.04173571832;91;true;600000;0;2408567;
