trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;31518.139829741922;10;true;600032;0;1487463;
2;31637.19117339025;10;true;600005;0;1403492;
3;31688.796198718595;10;true;600012;0;1418678;
4;31696.760224668094;10;true;600033;0;1569112;
5;31854.151149097193;10;true;600018;0;1523876;
6;31895.595389363007;10;true;600023;0;1675407;
7;32016.092960668517;10;true;600017;0;1464162;
8;32213.835560478652;10;true;600011;0;1341809;
9;32303.91941371014;10;true;600035;0;1305956;
10;32341.008593828716;10;true;600027;0;1340447;
11;30216.19263775588;11;true;600001;0;1631455;
12;30650.162609055154;11;true;600002;0;1485325;
13;30817.19130681707;11;true;600013;0;1538483;
14;30818.75909499308;11;true;600032;0;1577679;
15;30832.47616803307;11;true;600033;0;1729641;
16;30853.945240854446;11;true;600020;0;1374435;
17;31247.05793665957;11;true;600002;0;1605278;
18;31491.738239044902;11;true;600000;0;1452647;
19;31667.251011135475;11;true;600032;0;1434810;
20;31851.162738663264;11;true;600032;0;1543441;
21;32557.239701094735;11;true;600018;0;1452958;
22;30682.75294028519;12;true;600024;0;1798047;
23;30921.005808104943;12;true;600031;0;1578761;
24;31110.127450252876;12;true;600015;0;1630831;
25;31145.041276125943;12;true;600017;0;1434576;
26;31606.328368652656;12;true;600012;0;1450593;
27;31653.696933453368;12;true;600014;0;1685991;
28;31855.50824419239;12;true;600032;0;1570079;
29;31884.69099327355;12;true;600032;0;1479371;
30;32002.429970594232;12;true;600001;0;1566758;
