trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;47740.61982313221;16;true;600003;0;1881755;
2;45563.40623974388;17;true;600017;0;2043878;
3;45615.45931694933;17;true;600036;0;2099580;
4;45785.94145441703;17;true;600007;0;2027005;
5;46062.16741122317;17;true;600011;0;2068651;
6;46679.29590955746;17;true;600010;0;2086632;
7;47055.71876927156;17;true;600010;0;2110163;
8;47500.845399749625;17;true;600023;0;2044938;
9;45027.910690656776;18;true;600001;0;2191830;
10;45495.14933181824;18;true;600019;0;2090298;
11;45711.9297573432;18;true;600032;0;2092881;
12;46161.633740444435;18;true;600007;0;2162573;
13;46613.010010673046;18;true;600036;0;2168232;
14;46684.909550422;18;true;600037;0;2046827;
15;47098.60506060003;18;true;600023;0;2088189;
16;47198.89436783695;18;true;600013;0;2043660;
17;47348.94745759983;18;true;600007;0;2080111;
18;47512.363269244684;18;true;600023;0;2011566;
19;47781.13162045965;18;true;600023;0;2057800;
20;48212.42816983142;18;true;600030;0;2102393;
21;45346.52160870253;19;true;600024;0;2175273;
22;45470.87825839605;19;true;600000;0;2149750;
23;45506.38631694494;19;true;600010;0;2214799;
24;45508.09348964842;19;true;600020;0;2188296;
25;45802.81612552556;19;true;600038;0;2091983;
26;46394.59743035973;19;true;600040;0;2195054;
27;46430.6995508609;19;true;600003;0;2241804;
28;46742.46214166909;19;true;600000;0;2195338;
29;46864.45231684446;19;true;600029;0;2148823;
30;47873.80660865028;19;true;600022;0;2114523;
