trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;24421.051607722693;34;true;600019;0;1700213;
2;25102.24549720429;34;true;600031;0;1734403;
3;24450.085501259004;35;true;600029;0;1884514;
4;25400.932971866077;35;true;600050;0;1788857;
5;25445.737709624907;35;true;600017;0;1928561;
6;25781.87900438501;35;true;600005;0;1954701;
7;25417.86497561769;36;true;600015;0;2046845;
8;25792.501244885018;36;true;600038;0;1862085;
9;26053.48176649742;36;true;600007;0;1902343;
10;26208.311420500457;36;true;600001;0;1973426;
11;26262.370315929693;36;true;600023;0;1925261;
12;26484.37299521622;36;true;600003;0;1923070;
13;26512.97948963479;36;true;600017;0;1907952;
14;26971.45401814726;36;true;600038;0;1719906;
15;27106.427039242466;36;true;600017;0;1894513;
16;27191.442527507723;36;true;600005;0;1811958;
17;27416.352409291467;36;true;600011;0;1757568;
18;27969.445792203354;36;true;600027;0;1765139;
19;28264.183193145727;36;true;600007;0;1620191;
20;25186.714685880608;37;true;600015;0;2198687;
21;25764.820699672517;37;true;600023;0;2120439;
22;26151.60595894832;37;true;600034;0;1991308;
23;26320.609131366633;37;true;600027;0;2135748;
24;27510.15415085563;37;true;600035;0;1908792;
25;28602.93975784413;37;true;600050;0;1855838;
26;29637.97331796335;37;true;600035;0;1684940;
27;25926.50152662421;38;true;600038;0;2273531;
28;26040.96205874924;38;true;600011;0;2217908;
29;29380.897027155952;38;true;600037;0;1859314;
30;30983.641621839946;39;true;600034;0;1724390;
