mean_bsf_nv;sd_bsf_nv;mean_bsf_tc;sd_bsf_tc;mean_bsf_fc;sd_bsf_fc;mean_exec_time;sd_exec_time;mean_total_iterations;sd_solution_evaluations;mean_total_iterations;sd_solution_evaluations;
14.9;0.5477225575051661;28730.83600999017;586.2076503678983;1.0;0.0;600002.9666666667;2.385058856113709;161102.26666666666;8230.951723298123;326336.06666666665;16473.785030671657;
