trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;48821.793333973685;105;true;600002;58992;121349;
2;48077.570912794676;106;true;600000;55864;115197;
3;48481.126175123434;106;true;600002;54463;112357;
4;48521.8423967604;106;true;600006;59339;122101;
5;48641.85205261623;106;true;600002;81812;167065;
6;48662.8841899391;106;true;600006;44397;92259;
7;48888.88446398009;106;true;600000;67321;138079;
8;49018.01344775519;106;true;600001;61772;126981;
9;48095.648503694036;107;true;600001;66590;136543;
10;48146.23195371858;107;true;600001;48230;99899;
11;48222.93300580621;107;true;600006;46569;96529;
12;48302.513693084715;107;true;600004;51089;105593;
13;48488.102017249126;107;true;600000;48910;101263;
14;48625.177941822425;107;true;600004;50673;104729;
15;48925.956123935626;107;true;600009;59117;121661;
16;49070.86341180892;107;true;600002;49896;103197;
17;49285.93991165131;107;true;600004;63745;130915;
18;49300.440976369595;107;true;600007;79239;161859;
19;48666.48437122686;108;true;600001;67330;138081;
20;49013.191357781914;108;true;600000;57568;118539;
21;49023.00243716056;108;true;600007;51404;106253;
22;49075.09146156395;108;true;600002;62823;129119;
23;49290.12435019727;108;true;600000;53281;109937;
24;50308.206332234724;108;true;600002;52115;107677;
25;49261.91545101958;109;true;600001;52049;107483;
26;49327.08911070978;109;true;600001;57789;118987;
27;49411.37891521639;109;true;600012;52903;109213;
28;49797.35152437095;109;true;600001;64106;131609;
29;49107.182152927;110;true;600002;55752;115023;
30;50333.76447378037;110;true;600000;55198;113811;
