trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;17982.973683695935;30;true;600016;18715;37811;
2;18018.875284870584;30;true;600012;17923;36247;
3;18022.44447577944;30;true;600003;18386;37173;
4;18024.741690317824;30;true;600010;18099;36601;
5;18025.220826695466;30;true;600012;16680;33895;
6;18028.911795068896;30;true;600007;19239;38831;
7;18039.89649554955;30;true;600035;19426;39165;
8;18052.816670132423;30;true;600007;17976;36347;
9;18062.125466241578;30;true;600028;18505;37391;
10;18078.686049987562;30;true;600014;17784;35977;
11;18081.898343855988;30;true;600013;17072;34621;
12;18085.852695817564;30;true;600040;17956;36325;
13;18088.399765503735;30;true;600008;18245;36901;
14;18095.723065345795;30;true;600016;17615;35693;
15;18121.452650671632;30;true;600014;18272;36917;
16;18128.748874822508;30;true;600020;15624;31741;
17;18153.349541026313;30;true;600013;18407;37181;
18;18164.12932367621;30;true;600024;17448;35275;
19;18204.02230808393;30;true;600006;18591;37535;
20;18222.790330061674;30;true;600010;15976;32447;
21;18252.999567654595;30;true;600007;18240;36833;
22;18337.292154563165;30;true;600549;17893;36205;
23;18425.72828955525;30;true;600014;20104;40481;
24;18775.268033242293;30;true;600016;18682;37697;
25;19853.905200775676;30;true;600003;17974;36339;
26;19938.78609329628;30;true;600000;19082;38455;
27;20134.544840467937;30;true;600016;17388;35201;
28;20804.62071141564;30;true;600004;19953;40177;
29;21067.110537346172;30;true;600016;18559;37473;
30;21435.102654260452;30;true;600014;19907;40143;
