mean_bsf_nv;sd_bsf_nv;mean_bsf_tc;sd_bsf_tc;mean_bsf_fc;sd_bsf_fc;mean_exec_time;sd_exec_time;mean_total_iterations;sd_solution_evaluations;mean_total_iterations;sd_solution_evaluations;
98.0;0.0;42958.88473076107;5.930859489686084;1.0;0.0;600012.8;9.546257616613884;25409.133333333335;520.6229513489243;50970.0;1030.5813223947762;
