trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;31162.508651903205;25;true;600007;15052;30505;
2;31601.254192164713;25;true;600008;14580;29593;
3;32078.282638743876;25;true;600020;14454;29355;
4;32374.20651133664;25;true;600002;15548;31467;
5;29958.315986370726;26;true;600018;15525;31443;
6;29981.331256648406;26;true;600017;12828;26173;
7;30060.526324996812;26;true;600002;14551;29523;
8;30072.78823315338;26;true;600007;13715;27909;
9;30074.562080865882;26;true;600008;15250;30871;
10;30187.15313746906;26;true;600018;14516;29457;
11;30217.754140998382;26;true;601543;14220;28885;
12;30274.112463051057;26;true;600686;14266;28977;
13;30406.079866778564;26;true;600011;14016;28471;
14;30420.476199841716;26;true;600017;16152;32679;
15;30539.363585212635;26;true;600006;15351;31109;
16;30576.233443614095;26;true;600015;13461;27365;
17;30580.431265887168;26;true;600013;12398;25299;
18;30594.54331625161;26;true;600001;15004;30413;
19;30616.56307824637;26;true;602901;13969;28379;
20;30660.936350612;26;true;600031;14036;28525;
21;30671.027778977117;26;true;600040;14708;29855;
22;31161.38274401651;26;true;600001;13049;26597;
23;31180.58529196998;26;true;600004;13986;28409;
24;31363.75480277672;26;true;600008;16251;32841;
25;31378.841123935643;26;true;600004;13133;26717;
26;31676.205435696254;26;true;600017;14743;29895;
27;31889.03886692205;26;true;600019;15104;30627;
28;31966.975835405323;26;true;600004;12297;25115;
29;32762.618053443242;26;true;600003;14199;28803;
30;29399.742542178155;27;true;600001;14298;29005;
