trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;45378.88941343569;11;true;600003;12520;25453;
2;45815.53939688113;11;true;600022;12574;25543;
3;45936.480802412276;11;true;600007;12937;26235;
4;45947.19308480167;11;true;600007;14407;29147;
5;46097.4432620478;11;true;600002;14038;28429;
6;46177.684629880256;11;true;600005;14499;29287;
7;46197.28135627052;11;true;600017;12969;26329;
8;46211.64553284562;11;true;600016;13558;27457;
9;46437.470906712246;11;true;600725;12288;24949;
10;46503.916361848984;11;true;600000;13358;27095;
11;46584.5563217909;11;true;600015;12329;25037;
12;46593.02380191632;11;true;600000;13263;26873;
13;46599.074487927195;11;true;600011;12414;25193;
14;46617.062981243245;11;true;600042;13017;26407;
15;46888.94709612035;11;true;600005;13791;27943;
16;46921.03516373731;11;true;600012;13670;27615;
17;47514.05476729362;11;true;601324;13394;27185;
18;47936.886272902564;11;true;601430;12946;26253;
19;41287.355472471514;12;true;601143;13918;28191;
20;41309.11440461231;12;true;600017;13290;26953;
21;41778.76269378332;12;true;600024;13475;27277;
22;41839.886498820895;12;true;600010;13290;26911;
23;41990.05724576048;12;true;600204;13650;27607;
24;42092.93197817852;12;true;600713;14388;29079;
25;42237.33008541734;12;true;600004;14116;28505;
26;42275.00352308185;12;true;600014;14343;29005;
27;42410.97398857015;12;true;600305;13730;27821;
28;42523.41342487292;12;true;600007;12890;26141;
29;42808.79226443123;12;true;600032;12607;25559;
30;42881.417669311195;12;true;600008;12968;26289;
