trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;41926.70427753848;59;true;600010;28800;57929;
2;40748.48050010079;60;true;600002;29208;58773;
3;40946.66775920242;60;true;600010;28729;57849;
4;40946.68074855895;60;true;600001;28038;56399;
5;40950.45548662898;60;true;600001;28456;57391;
6;41016.62232406154;60;true;600012;28073;56477;
7;41020.49082217579;60;true;600004;27756;55905;
8;41027.78752556237;60;true;600007;28113;56625;
9;41063.91394426297;60;true;600004;28120;56605;
10;41081.94615595454;60;true;600012;27459;55327;
11;41138.77251878578;60;true;600006;29096;58477;
12;41175.967263593804;60;true;600000;28448;57245;
13;41238.92748729771;60;true;600010;28752;57893;
14;41389.578263548414;60;true;600002;27998;56367;
15;41410.76979709801;60;true;600000;27539;55437;
16;41816.44090153501;60;true;600008;28334;56987;
17;42145.059805983285;60;true;600000;28720;57743;
18;42190.95446115504;60;true;600006;27510;55329;
19;40377.01563872066;61;true;600007;28512;57425;
20;40454.98960586193;61;true;600030;27856;56097;
21;40552.057694830604;61;true;600009;27108;54627;
22;40554.166406226555;61;true;600003;28944;58295;
23;40556.359470885836;61;true;600014;28255;56975;
24;40581.32931894773;61;true;600000;28131;56661;
25;40626.21019852173;61;true;600007;28528;57417;
26;40934.91589386894;61;true;600013;27615;55575;
27;41038.00657910776;61;true;600006;28570;57403;
28;41280.18733796821;61;true;600012;27608;55527;
29;41438.00079334173;61;true;600010;29232;58733;
30;42056.30861190854;61;true;600017;27914;56113;
