trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;19047.73832868935;31;true;600018;26682;53691;
2;19085.417743050453;31;true;600043;25846;52051;
3;19098.306854470487;31;true;600006;27312;54965;
4;19099.00206244408;31;true;600002;27480;55251;
5;19166.596352995257;31;true;600023;26396;53139;
6;19206.307405547373;31;true;600008;26233;52831;
7;19207.450034453494;31;true;600011;28106;56457;
8;19251.399651734126;31;true;600000;25279;50967;
9;19359.06973303193;31;true;600002;25154;50761;
10;19425.597209743293;31;true;600003;27263;54785;
11;19440.5979045521;31;true;600004;26988;54269;
12;19457.669601408452;31;true;600007;27122;54535;
13;19512.02159096674;31;true;600003;27101;54467;
14;19525.008062370547;31;true;600014;26713;53717;
15;19619.538684755356;31;true;600074;26241;52767;
16;19747.956728744233;31;true;600014;26653;53675;
17;19823.762158112808;31;true;600014;26362;53059;
18;19825.243281180432;31;true;600012;24380;49209;
19;19886.397432322447;31;true;600008;27254;54697;
20;19919.686819006132;31;true;600004;25645;51661;
21;19938.362764486003;31;true;600002;26157;52673;
22;19956.86029546361;31;true;600654;24987;50419;
23;20082.507599664812;31;true;600002;24975;50427;
24;20090.117886880995;31;true;600014;25570;51563;
25;20109.690056396168;31;true;600010;26312;52963;
26;20184.466525833363;31;true;600008;26750;53825;
27;20389.783012518987;31;true;600002;26337;53029;
28;20476.384726831206;31;true;600014;27280;54805;
29;21091.760692947737;31;true;600006;25848;52047;
30;21138.011646094044;31;true;600011;26897;54081;
