trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;49053.52134464755;84;true;600001;23143;46469;
2;49061.00011428447;84;true;600012;25755;51695;
3;49307.42967147538;84;true;600014;25303;50923;
4;49576.819744400804;84;true;600018;25024;50293;
5;48722.69505333436;85;true;600125;24975;50203;
6;48757.474150569535;85;true;600000;22757;45747;
7;48768.722944825866;85;true;600009;26570;53393;
8;48808.88566033755;85;true;600008;25858;51995;
9;48848.81070548632;85;true;600015;24067;48411;
10;48851.75984707802;85;true;600011;25200;50671;
11;48869.959255260925;85;true;600015;26775;53775;
12;48916.96887979279;85;true;600008;24070;48317;
13;48919.52680955809;85;true;600012;23727;47709;
14;48931.98337928494;85;true;600010;26580;53393;
15;48942.06627351634;85;true;600011;26180;52579;
16;48947.714341055515;85;true;600019;26639;53527;
17;49004.495825296304;85;true;600002;25279;50777;
18;49033.669393175536;85;true;600028;23697;47593;
19;49050.98745316909;85;true;600013;26130;52447;
20;49148.65913122357;85;true;600007;26383;53039;
21;49179.09792936795;85;true;600003;22590;45367;
22;49256.33964426319;85;true;600008;25003;50221;
23;49256.9231079663;85;true;600028;22792;45777;
24;49439.422957657735;85;true;600002;23841;47893;
25;49471.07937058705;85;true;600005;22739;45645;
26;48687.16851777399;86;true;600007;25718;51641;
27;48752.774156469015;86;true;600006;23867;47939;
28;48799.1948470391;86;true;600017;25061;50321;
29;48852.957916140425;86;true;600008;26146;52483;
30;49039.00908130286;86;true;600022;25251;50689;
