mean_bsf_nv;sd_bsf_nv;mean_bsf_tc;sd_bsf_tc;mean_bsf_fc;sd_bsf_fc;mean_exec_time;sd_exec_time;mean_total_iterations;sd_solution_evaluations;mean_total_iterations;sd_solution_evaluations;
12.733333333333333;0.44977644510880366;41266.60751604065;2082.004141683752;1.0;0.0;602147.0333333333;2811.4504844362423;1048.9;608.9874213071603;2426.4;1197.7660988632992;
