trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;48961.0574571017;12;true;600002;4917;10241;
2;49069.275899441025;12;true;600049;6528;13399;
3;49183.2779755309;12;true;600001;5689;11719;
4;49318.87006382604;12;true;600036;4721;9845;
5;49517.00757607571;12;true;600029;6843;13987;
6;49594.08919808003;12;true;600033;4752;9937;
7;50022.87295464343;12;true;601098;7260;14843;
8;50269.803776941044;12;true;600007;4502;9411;
9;51178.42390358734;12;true;600034;6068;12499;
10;51403.30913662874;12;true;600752;3893;8247;
11;43724.10787868719;13;true;600023;4335;9053;
12;43872.52914342172;13;true;600668;5363;11133;
13;43934.12120461734;13;true;600000;5998;12325;
14;44265.0761462537;13;true;600023;4518;9449;
15;44490.15589867272;13;true;600000;4824;10053;
16;44648.433663455544;13;true;600046;3433;7301;
17;44718.6114137887;13;true;601164;5430;11257;
18;44774.84209055156;13;true;600018;4472;9361;
19;44777.235005241804;13;true;600015;4165;8761;
20;44805.57317419539;13;true;600015;3667;7785;
21;44845.25234599282;13;true;600014;5708;11797;
22;44916.403399950774;13;true;600027;4767;9963;
23;44977.63123105523;13;true;600037;4465;9365;
24;45065.011775435414;13;true;600021;4012;8425;
25;45213.12542257281;13;true;600014;5497;11403;
26;45717.08345383034;13;true;600012;5974;12325;
27;45805.306529436544;13;true;600285;4897;10193;
28;46484.23723617518;13;true;600025;4257;8905;
29;47067.127508112964;13;true;600054;6567;13471;
30;47748.924455064334;13;true;600011;2897;6259;
