trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;39940.91488538328;56;true;600010;28052;56559;
2;39962.272432308826;56;true;600001;27585;55565;
3;40022.73822415262;56;true;600007;27486;55453;
4;40151.162140948756;56;true;600015;27622;55631;
5;40168.771472908586;56;true;600001;25333;51167;
6;40242.39720012749;56;true;600000;27644;55603;
7;40319.00333335279;56;true;600009;27528;55535;
8;39299.688893438106;57;true;600004;28306;57079;
9;39442.28271397085;57;true;600002;28260;56869;
10;39517.001144617185;57;true;600012;27201;54855;
11;39635.19295417217;57;true;600269;27122;54731;
12;39652.46069471524;57;true;600019;28726;57863;
13;39678.914698710156;57;true;600003;25983;52393;
14;39725.72531373686;57;true;600001;28345;57079;
15;39737.051861984524;57;true;600013;27967;56329;
16;39738.979497641376;57;true;600002;27661;55721;
17;39792.80304788858;57;true;600011;27684;55771;
18;39836.907762593015;57;true;600005;28364;57089;
19;39857.3522724938;57;true;600002;26246;52975;
20;39871.311068677875;57;true;600012;28169;56775;
21;39888.31165356673;57;true;600001;27467;55355;
22;40006.80174646168;57;true;600007;27523;55499;
23;40556.54103158355;57;true;600010;27105;54611;
24;40658.41953864551;57;true;600006;27238;54933;
25;40724.55212541166;57;true;600014;27349;55047;
26;40764.394423327416;57;true;600011;26668;53815;
27;39310.508491050954;58;true;600005;27350;55235;
28;39581.23563493205;58;true;600010;25769;51979;
29;40011.361889865984;58;true;600027;27944;56245;
30;40163.87310932144;58;true;600007;27300;55021;
