trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;29709.83779510222;12;true;600040;8065;16491;
2;29987.89635108567;12;true;600036;7838;16015;
3;30045.390770971728;12;true;600336;9071;18447;
4;30071.814786240073;12;true;600032;9357;19003;
5;30181.11843015452;12;true;600035;7780;15921;
6;30405.173869725913;12;true;600005;8104;16539;
7;30425.221682954125;12;true;601105;9055;18415;
8;30635.923935666757;12;true;600024;9390;19101;
9;30891.514739691105;12;true;600019;8397;17129;
10;30894.985614740835;12;true;600033;8364;17039;
11;31050.383744923296;12;true;600033;9427;19135;
12;31401.17700721335;12;true;600021;7858;16047;
13;31427.67784096156;12;true;600065;9128;18569;
14;31635.50995246791;12;true;600011;8238;16819;
15;31696.469005135707;12;true;600009;8935;18179;
16;31718.735396273147;12;true;600045;6470;13333;
17;31724.252745406015;12;true;600009;10045;20335;
18;31835.894119358232;12;true;600025;7591;15513;
19;31875.65183205038;12;true;600024;5700;11869;
20;32229.494503444963;12;true;600046;8479;17293;
21;32248.471257420504;12;true;600016;6841;14045;
22;32252.547080860713;12;true;600003;9888;20075;
23;32938.53454877906;12;true;600006;7018;14401;
24;33197.6826687674;12;true;600495;7919;16187;
25;33313.245785024585;12;true;600021;9663;19615;
26;28111.52663169948;13;true;600032;9183;18679;
27;28211.69304618897;13;true;600007;9732;19727;
28;29156.764041525486;13;true;600029;6775;13877;
29;29157.373907163696;13;true;600027;7894;16111;
30;29259.360123102582;13;true;600002;6569;13497;
