trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;34781.02457050875;18;true;600015;16483;33513;
2;35005.04887884064;18;true;600006;17271;34995;
3;36077.90620346923;18;true;601115;16388;33285;
4;30288.394220702085;19;true;600022;15846;32209;
5;30358.69512684983;19;true;600321;15553;31659;
6;30536.155265261423;19;true;600005;16778;33993;
7;30599.68894272284;19;true;600004;15795;32111;
8;30616.323163308483;19;true;600011;15045;30619;
9;30644.12164753434;19;true;600019;17994;36351;
10;30650.055253078368;19;true;600010;16692;33875;
11;30651.463895680125;19;true;600013;14431;29409;
12;30685.03388122858;19;true;600003;16149;32773;
13;30690.2699699018;19;true;600011;17125;34727;
14;30703.205612539154;19;true;600013;13188;27073;
15;30951.2076214355;19;true;600796;16954;34381;
16;30987.1448380577;19;true;600008;17244;34859;
17;30999.582553781685;19;true;600004;16500;33489;
18;31001.229301815383;19;true;600020;16488;33421;
19;31019.35207329079;19;true;600040;14260;29065;
20;31027.930303094166;19;true;600008;15369;31277;
21;31071.874155833553;19;true;600006;16571;33583;
22;31073.76687013702;19;true;600015;15772;32015;
23;31131.128051048076;19;true;600003;16510;33501;
24;31242.41907337062;19;true;600023;14794;30147;
25;31442.78965177355;19;true;600021;14774;30129;
26;31603.238725167255;19;true;600027;16008;32503;
27;31646.47891709773;19;true;600013;17226;34885;
28;32056.82233438368;19;true;600007;16735;33903;
29;32091.187491246026;19;true;600007;16150;32799;
30;32900.332538574;19;true;600007;17755;35897;
