trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;17022.36489602146;30;true;600030;21548;43437;
2;17023.98520575458;30;true;600013;21543;43447;
3;17029.41597993607;30;true;600019;23187;46693;
4;17035.68005511433;30;true;600018;19416;39221;
5;17035.68712871112;30;true;600010;21412;43235;
6;17039.860050396022;30;true;600003;20966;42367;
7;17043.210191023703;30;true;600015;21887;44107;
8;17069.063759767152;30;true;600011;22863;45987;
9;17073.61069084063;30;true;600007;21773;43891;
10;17139.37348667444;30;true;600012;20464;41291;
11;17146.690764047366;30;true;600093;19393;39143;
12;17170.99440367059;30;true;600022;22025;44333;
13;17172.43218247299;30;true;600025;22155;44585;
14;17173.96564289068;30;true;600003;19576;39501;
15;17200.811078724342;30;true;600008;19376;39115;
16;17247.041889493605;30;true;600023;19655;39629;
17;17286.98581596229;30;true;600016;21920;44235;
18;17305.107034813704;30;true;600033;20965;42303;
19;17406.083744366628;30;true;600017;21672;43679;
20;17541.637027324974;30;true;600020;21944;44189;
21;17589.08260373374;30;true;600002;21036;42397;
22;17721.074031511263;30;true;600017;21441;43199;
23;18438.875975588842;30;true;600009;22261;44753;
24;18911.23501660646;30;true;600012;20538;41441;
25;19172.801698495783;30;true;600000;21428;43219;
26;19717.788311693326;30;true;600021;22291;44849;
27;19770.343047858114;30;true;600021;21697;43673;
28;17263.397936287707;31;true;600026;21134;42609;
29;17294.091393007664;31;true;600024;22102;44539;
30;17464.06713942642;31;true;600000;21697;43681;
