mean_bsf_nv;sd_bsf_nv;mean_bsf_tc;sd_bsf_tc;mean_bsf_fc;sd_bsf_fc;mean_exec_time;sd_exec_time;mean_total_iterations;sd_solution_evaluations;mean_total_iterations;sd_solution_evaluations;
60.36666666666667;0.5560534167675355;41122.85891977447;501.78132237413115;1.0;0.0;600007.4333333333;6.377132278066219;28247.4;554.643756434456;56853.53333333333;1100.7767706717718;
