trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;42838.394821297006;101;true;600004;28849;57765;
2;42838.394821297006;101;true;600003;28143;56351;
3;42838.39482129701;101;true;600007;27270;54597;
4;42838.39482129701;101;true;600007;26994;54043;
5;42838.39482129701;101;true;600001;28377;56817;
6;42838.39482129701;101;true;600020;28197;56453;
7;42838.39482129701;101;true;600009;27832;55707;
8;42838.39482129701;101;true;600014;28005;56077;
9;42838.39482129701;101;true;600008;28784;57621;
10;42838.39482129701;101;true;600008;27520;55115;
11;42838.39482129701;101;true;600010;27779;55615;
12;42838.39482129701;101;true;600011;28065;56189;
13;42838.39482129702;101;true;600018;27198;54475;
14;42838.39482129702;101;true;600012;27485;55039;
15;42838.39482129702;101;true;600014;26949;53941;
16;42838.39482129702;101;true;600013;27923;55917;
17;42838.39482129702;101;true;600006;27910;55885;
18;42838.39482129702;101;true;600004;28160;56391;
19;42838.39482129702;101;true;600014;28038;56143;
20;42838.39482129702;101;true;600011;28614;57289;
21;42838.39482129702;101;true;600003;27584;55233;
22;42838.39482129702;101;true;600018;28622;57299;
23;42838.39482129702;101;true;600014;27831;55721;
24;42838.39482129702;101;true;600014;27995;56047;
25;42838.39482129702;101;true;600001;27907;55875;
26;42838.39482129702;101;true;600008;27955;55973;
27;42838.39482129702;101;true;600005;27357;54781;
28;42838.39482129702;101;true;600017;28004;56073;
29;42838.39482129702;101;true;600017;27916;55903;
30;42838.39482129703;101;true;600025;27792;55659;
