trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;58892.50526395374;60;true;600021;28696;58081;
2;58947.96159743755;60;true;600008;28174;57019;
3;59241.075204231354;60;true;600007;28262;57227;
4;59250.385760708275;60;true;600004;30029;60505;
5;59265.61706180883;60;true;600013;27515;55729;
6;59424.38851104603;60;true;600001;28493;57637;
7;59687.13244264874;60;true;600013;28291;57233;
8;59763.01391107056;60;true;600002;29034;58803;
9;60040.22883711479;60;true;600002;29297;59153;
10;60411.12621498192;60;true;600001;28066;56683;
11;60747.79720421294;60;true;600009;28301;57147;
12;56959.85309068165;61;true;600012;29366;59215;
13;57569.80999255563;61;true;600008;29231;59097;
14;57747.383164804094;61;true;600002;28264;57123;
15;58090.800403205;61;true;600005;28908;58461;
16;58267.82418287625;61;true;600001;30024;60513;
17;58314.57379358574;61;true;600008;27865;56341;
18;58564.160007788334;61;true;600020;29389;59177;
19;58682.387359568966;61;true;600009;27582;55837;
20;58866.98124453724;61;true;600012;29064;58849;
21;58883.848587932036;61;true;600016;27705;56043;
22;58886.776226148286;61;true;600007;28280;57067;
23;58930.25748367947;61;true;600008;27551;55649;
24;58963.141269666085;61;true;600001;28527;57641;
25;59019.96772207754;61;true;600009;29140;58795;
26;59072.70366914672;61;true;600007;28667;57883;
27;59123.70939679589;61;true;600010;27499;55515;
28;56651.36485563822;62;true;600000;29358;59255;
29;57170.61533207907;62;true;600009;29333;59273;
30;57590.11343236847;62;true;600011;28777;58157;
