trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;17137.528039677698;31;true;600004;31279;62811;
2;17137.528039677698;31;true;600005;31645;63527;
3;17137.528039677698;31;true;600002;31384;62993;
4;17137.528039677698;31;true;600015;31525;63391;
5;17137.528039677698;31;true;600017;31327;62985;
6;17137.528039677698;31;true;600003;32461;65193;
7;17137.528039677698;31;true;600009;32586;65431;
8;17137.528039677698;31;true;600001;32138;64531;
9;17137.528039677698;31;true;600005;32567;65395;
10;17137.528039677698;31;true;600013;32177;64649;
11;17137.528039677698;31;true;600002;32591;65359;
12;17137.528039677698;31;true;600005;32487;65271;
13;17137.528039677698;31;true;600003;32401;65117;
14;17137.528039677698;31;true;600009;32798;65837;
15;17137.528039677698;31;true;600008;32993;66211;
16;17137.528039677698;31;true;600015;32171;64641;
17;17137.5280396777;31;true;600012;31834;63985;
18;17137.5280396777;31;true;600015;32100;64541;
19;17137.5280396777;31;true;600011;31787;63911;
20;17137.5280396777;31;true;600006;32697;65647;
21;17137.5280396777;31;true;600021;33054;66327;
22;17137.5280396777;31;true;600000;32264;64787;
23;17137.5280396777;31;true;600016;31908;64085;
24;17137.5280396777;31;true;600011;33303;66829;
25;17138.779442541352;31;true;600011;30212;60817;
26;17140.527930389395;31;true;600007;31338;62965;
27;17142.49855529481;31;true;600009;30955;62263;
28;17166.810062696128;31;true;600005;31870;63993;
29;17166.81006269613;31;true;600000;33119;66451;
30;17808.858904205877;31;true;600011;31647;63697;
