trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;23929.745846479014;42;true;600001;37361;75133;
2;23967.372994552636;42;true;600001;36119;72511;
3;23974.689517078546;42;true;600003;37462;75363;
4;23980.0759437318;42;true;600008;35198;70769;
5;23992.366668608003;42;true;600007;36374;73151;
6;24012.661250589197;42;true;600004;35830;72065;
7;24061.119501750258;42;true;600012;35273;71021;
8;24061.350165599513;42;true;600001;36360;73179;
9;24068.861147109343;42;true;600007;36293;72913;
10;24088.0470593428;42;true;600005;36483;73355;
11;24097.55367526232;42;true;600011;35309;70915;
12;24150.101722570955;42;true;600016;36885;74205;
13;24163.959988039758;42;true;600006;36254;73015;
14;24187.548805177852;42;true;600008;35818;71919;
15;24191.67573795636;42;true;600001;36606;73643;
16;24231.512369971446;42;true;600028;36735;73867;
17;24232.113668823502;42;true;600003;36395;73167;
18;24269.710267702092;42;true;600004;37458;75251;
19;24279.087683349775;42;true;600008;36116;72627;
20;24302.338144129724;42;true;600017;35811;72069;
21;24307.536187327594;42;true;600003;37517;75323;
22;24455.54542953637;42;true;600004;35412;71309;
23;24548.33895917291;42;true;600006;37016;74429;
24;24609.80922547143;42;true;600002;35227;70853;
25;23786.13875141257;43;true;600009;34097;68533;
26;23871.780488667246;43;true;600001;35772;71853;
27;23883.106480221268;43;true;600005;35198;70713;
28;23919.397734783346;43;true;600006;36018;72387;
29;24030.3873864262;43;true;600008;36052;72503;
30;24335.857760523304;43;true;600005;36625;73623;
