trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;28826.04418603696;9;true;600132;16711;33829;
2;29128.166793158354;9;true;600014;17533;35407;
3;29217.662653247615;9;true;600006;16646;33673;
4;29350.559904918773;9;true;600050;17376;35057;
5;29377.736298530897;9;true;600025;16979;34299;
6;29466.85807449865;9;true;600019;16764;33853;
7;29480.34887022049;9;true;600001;17783;35941;
8;29530.15605581834;9;true;600801;17489;35297;
9;29543.695162547996;9;true;600008;17549;35429;
10;29584.815030352176;9;true;600001;17173;34649;
11;29722.287629784863;9;true;600002;16737;33827;
12;29733.57657479294;9;true;600016;17152;34643;
13;29748.016699294458;9;true;600002;18279;36845;
14;29796.621120882337;9;true;600012;17898;36081;
15;29801.7026063753;9;true;600022;18762;37769;
16;29833.675176180262;9;true;600005;17977;36287;
17;29858.25708635898;9;true;600016;18117;36525;
18;30058.56284753738;9;true;600002;17928;36215;
19;30093.76512092127;9;true;600070;16313;33001;
20;30102.89493221845;9;true;600011;17968;36275;
21;30295.593699324403;9;true;600399;17883;36081;
22;30527.548896526936;9;true;600028;17437;35171;
23;30537.197480953982;9;true;600003;17630;35553;
24;30566.93063111716;9;true;600012;18293;36881;
25;30567.825363482916;9;true;600015;16593;33573;
26;30569.986303810678;9;true;600006;15742;31915;
27;30593.029660600987;9;true;600003;17182;34719;
28;30765.68207615652;9;true;600010;17392;35157;
29;31665.932642080672;9;true;600014;18187;36689;
30;31693.898522250624;9;true;600000;18050;36485;
