trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;28188.5337016551;56;true;600004;27373;55043;
2;28285.044121338862;56;true;600004;27014;54387;
3;28315.761407563128;56;true;600006;27623;55577;
4;28398.217334442994;56;true;600003;27215;54765;
5;28420.17727858684;56;true;600005;27449;55175;
6;28460.4643676673;56;true;600004;27925;56177;
7;28619.768250183115;56;true;600006;27894;56103;
8;27851.77146710365;57;true;600009;27221;54797;
9;27938.542167935266;57;true;600003;26455;53205;
10;27940.653872543222;57;true;600004;28237;56741;
11;27948.05701795939;57;true;600016;27642;55649;
12;27954.87141381799;57;true;600019;28587;57399;
13;27982.944208420762;57;true;600006;26938;54129;
14;27998.893357601333;57;true;600009;27937;56231;
15;28011.40215718679;57;true;600029;28041;56425;
16;28015.203189625423;57;true;600004;27362;55051;
17;28040.637309190046;57;true;600006;27779;55899;
18;28067.56699766758;57;true;600013;27326;54987;
19;28100.647623684144;57;true;600001;28555;57365;
20;28139.206873947325;57;true;600032;25358;51061;
21;28147.073799784815;57;true;600004;27868;56073;
22;28156.25660708626;57;true;600008;27144;54615;
23;28175.972906618088;57;true;600009;28100;56461;
24;28181.61061128157;57;true;600007;26678;53633;
25;28213.136879212143;57;true;600008;26362;53083;
26;28225.502769177987;57;true;600010;27694;55637;
27;28330.24972979802;57;true;600027;27951;56169;
28;28330.24972979802;57;true;600012;27085;54437;
29;27887.05058818775;58;true;600015;26607;53501;
30;28067.865156153523;58;true;600021;26057;52329;
