trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;12702.908197211817;24;true;600010;30659;61675;
2;12712.874254154838;24;true;600001;32075;64457;
3;12712.980914836407;24;true;600001;32649;65617;
4;12715.728564665167;24;true;600004;33386;67033;
5;12716.953964651064;24;true;600010;32291;64895;
6;12717.336432140379;24;true;600003;31483;63293;
7;12717.796878980636;24;true;600000;31875;64157;
8;12719.437563638516;24;true;600003;32168;64687;
9;12726.204919227002;24;true;600003;32152;64687;
10;12736.93604085336;24;true;600001;30943;62307;
11;12739.52540554302;24;true;600000;32032;64461;
12;12746.232620340126;24;true;600009;32700;65755;
13;12792.969534567714;24;true;600004;33432;67099;
14;12802.444611266443;24;true;600005;31537;63383;
15;12847.511079388345;24;true;600003;33303;66887;
16;12919.623380185976;24;true;600003;31634;63579;
17;12977.201999031135;24;true;600012;32713;65619;
18;13123.781658697408;24;true;600011;30044;60447;
19;13168.088792604203;24;true;600009;32843;65957;
20;13199.334602390978;24;true;600016;32250;64829;
21;12063.72619123116;25;true;600001;31721;63775;
22;12063.72619123116;25;true;600002;31902;64119;
23;12063.72619123116;25;true;600012;32563;65529;
24;12063.726191231162;25;true;600007;32280;64923;
25;12063.82999459375;25;true;600007;32422;65139;
26;12063.87208644249;25;true;600002;33214;66737;
27;12064.594088999325;25;true;600001;32180;64725;
28;12065.161959160207;25;true;600013;31979;64203;
29;12557.20590119096;25;true;600006;32136;64539;
30;14772.53503445568;25;true;600019;34701;69649;
