trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;25184.382633716545;80;true;600017;31215;62439;
2;25184.382633716545;80;true;600009;34398;68805;
3;25184.382633716545;80;true;600027;32326;64661;
4;25184.382633716545;80;true;600015;34211;68431;
5;25184.382633716545;80;true;600017;31552;63115;
6;25184.382633716545;80;true;600006;33523;67055;
7;25184.382633716545;80;true;600011;33244;66497;
8;25184.382633716545;80;true;600012;31995;63999;
9;25184.382633716545;80;true;600002;34722;69453;
10;25184.382633716545;80;true;600015;32423;64855;
11;25184.382633716545;80;true;600010;30406;60821;
12;25184.382633716545;80;true;600005;31680;63369;
13;25184.382633716545;80;true;600001;31679;63367;
14;25184.382633716545;80;true;600004;32179;64367;
15;25184.382633716545;80;true;600015;32271;64551;
16;25184.382633716545;80;true;600019;35419;70847;
17;25184.382633716545;80;true;600010;34028;68065;
18;25184.382633716545;80;true;600013;33651;67311;
19;25184.382633716545;80;true;600011;31918;63845;
20;25184.382633716545;80;true;600011;32472;64953;
21;25184.382633716545;80;true;600001;32191;64391;
22;25184.382633716545;80;true;600022;30797;61605;
23;25184.382633716545;80;true;600002;32377;64763;
24;25184.382633716545;80;true;600001;32220;64449;
25;25184.382633716545;80;true;600016;30760;61529;
26;25184.382633716545;80;true;600001;31993;63995;
27;25184.382633716545;80;true;600019;32543;65095;
28;25184.382633716545;80;true;600008;30497;61005;
29;25184.382633716545;80;true;600005;30966;61941;
30;25184.382633716545;80;true;600007;31775;63559;
