mean_bsf_nv;sd_bsf_nv;mean_bsf_tc;sd_bsf_tc;mean_bsf_fc;sd_bsf_fc;mean_exec_time;sd_exec_time;mean_total_iterations;sd_solution_evaluations;mean_total_iterations;sd_solution_evaluations;
49.96666666666667;0.4901325178535609;39591.144048952636;790.2295681489784;1.0;0.0;600006.3;4.749954627732482;36954.833333333336;891.145759327741;74462.66666666667;1745.4943837429441;
