trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;42488.657042713436;100;true;600002;22519;45047;
2;42488.657042713436;100;true;600014;22715;45439;
3;42488.657042713436;100;true;600013;22987;45983;
4;42488.657042713436;100;true;600009;23194;46397;
5;42488.657042713436;100;true;600023;23027;46063;
6;42488.657042713436;100;true;600019;25180;50369;
7;42488.657042713436;100;true;600009;25089;50187;
8;42488.657042713436;100;true;600007;25062;50133;
9;42488.657042713436;100;true;600002;25207;50423;
10;42488.657042713436;100;true;600026;24775;49559;
11;42488.657042713436;100;true;600017;21647;43303;
12;42488.657042713436;100;true;600026;21847;43703;
13;42488.657042713436;100;true;600005;21543;43095;
14;42488.657042713436;100;true;600009;21633;43275;
15;42488.657042713436;100;true;600010;21734;43477;
16;42488.657042713436;100;true;600007;24050;48109;
17;42488.657042713436;100;true;600000;23558;47125;
18;42488.657042713436;100;true;600009;24021;48051;
19;42488.657042713436;100;true;600012;23905;47819;
20;42488.657042713436;100;true;600001;24022;48053;
21;42488.657042713436;100;true;600004;22610;45229;
22;42488.657042713436;100;true;600011;22622;45253;
23;42488.657042713436;100;true;600012;22782;45573;
24;42488.657042713436;100;true;600004;23000;46009;
25;42488.657042713436;100;true;600018;22482;44973;
26;42488.657042713436;100;true;600009;24572;49153;
27;42488.657042713436;100;true;600003;24744;49497;
28;42488.657042713436;100;true;600001;24306;48621;
29;42488.657042713436;100;true;600002;24198;48405;
30;42488.657042713436;100;true;600009;23854;47717;
