mean_bsf_nv;sd_bsf_nv;mean_bsf_tc;sd_bsf_tc;mean_bsf_fc;sd_bsf_fc;mean_exec_time;sd_exec_time;mean_total_iterations;sd_solution_evaluations;mean_total_iterations;sd_solution_evaluations;
51.4;0.6746646676632055;36089.20424957413;400.50487495546133;1.0;0.0;600025.2333333333;62.00482925204064;27318.533333333333;544.2791330858126;54995.46666666667;1072.8084552282367;
