trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;29551.312067310606;9;true;600009;64662;132873;
2;30122.741817838883;9;true;600006;55971;115365;
3;30169.931509393282;9;true;600003;49878;103205;
4;30568.321358333946;9;true;600004;51863;107089;
5;30609.306904417524;9;true;600004;55052;113498;
6;30720.952375515186;9;true;600005;50931;105247;
7;30751.27025655135;9;true;600001;48716;100800;
8;30868.674391160166;9;true;600009;55227;113970;
9;30880.994373200232;9;true;600009;54844;113125;
10;30937.204819492;9;true;600010;51274;105985;
11;31077.760868843918;9;true;600010;48386;100148;
12;31086.001678801054;9;true;600002;52005;107410;
13;31100.1243163915;9;true;600009;48179;99652;
14;31606.689972048647;9;true;600010;47491;98505;
15;31608.408341464157;9;true;600006;56852;116975;
16;31882.339072271836;9;true;600009;47368;98075;
17;32158.270595765323;9;true;600010;58833;120953;
18;29021.68469949686;10;true;600006;53553;110512;
19;29402.850984785873;10;true;600009;47451;98266;
20;29486.37094742745;10;true;600008;48550;100488;
21;29689.348423133306;10;true;600004;51144;105743;
22;29825.45364813653;10;true;600004;55339;114238;
23;30075.52529404143;10;true;600004;45024;93489;
24;30633.434831005467;10;true;600004;50855;105167;
25;30689.836085345753;10;true;600001;48830;101306;
26;30849.240041044257;10;true;600006;67808;139144;
27;30895.61471203128;10;true;600008;51031;105439;
28;30958.294308636043;10;true;600008;57740;119013;
29;29122.408496518954;11;true;600001;56146;115744;
30;31458.320008138264;11;true;600010;58020;119383;
