trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;48276.36422619123;16;true;600002;109607;222887;
2;46372.46663571455;17;true;600000;63094;129882;
3;47352.963763199485;17;true;600004;67271;138152;
4;47353.39468363286;17;true;600009;60924;125334;
5;48426.49528896294;17;true;600011;112690;229177;
6;48699.03202237406;17;true;600007;85303;174330;
7;49319.98052682948;17;true;600018;64855;133450;
8;49386.92686919451;17;true;600011;92258;188124;
9;49415.271339672276;17;true;600009;89750;183074;
10;49439.64171080336;17;true;600006;59455;122570;
11;49534.20733856472;17;true;600009;71672;147132;
12;51348.82976241861;17;true;600009;65709;135211;
13;46439.50897502895;18;true;600004;54376;112384;
14;46541.24112027058;18;true;600014;93560;190742;
15;49232.59041481354;18;true;600004;83134;169892;
16;49456.41679945553;18;true;600006;71056;145905;
17;49896.35327434553;18;true;600004;98640;201054;
18;51256.355742839936;18;true;600008;73552;150742;
19;51276.18866544782;18;true;600004;103909;211503;
20;51926.104557670275;18;true;600000;83500;170704;
21;51973.78828181123;18;true;600000;84234;172068;
22;52101.38223525904;18;true;600007;150419;304593;
23;52136.36581216208;18;true;600009;106092;215998;
24;52532.00499744453;18;true;600005;107665;219115;
25;52579.12465608128;18;true;600007;63485;130627;
26;53614.117347324434;18;true;600001;117341;238511;
27;50199.66130453201;19;true;600013;98416;200557;
28;50642.37735051177;19;true;600007;65548;134687;
29;51981.84483690023;19;true;600000;64594;132926;
30;51095.82668335769;20;true;600009;84756;173216;
