trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;47669.626947575045;14;true;600013;62821;129419;
2;43187.030789821074;15;true;600005;61978;127657;
3;43870.62925723809;15;true;600003;46812;97248;
4;43996.55196356686;15;true;600006;64658;133061;
5;44311.42072282937;15;true;600000;54157;112004;
6;44695.557239392816;15;true;600004;70858;145191;
7;45152.81043605332;15;true;600001;70922;145522;
8;45378.85475933333;15;true;600007;57427;118498;
9;45550.41826707041;15;true;600011;56441;116682;
10;45728.58487675605;15;true;600010;53556;110850;
11;47258.80210062493;15;true;600002;53878;111521;
12;42732.731867024806;16;true;600001;53739;111044;
13;43459.51743026636;16;true;600010;74776;153281;
14;43522.51674254425;16;true;600004;52693;109179;
15;44154.34984557954;16;true;600001;72513;148640;
16;45068.78196496739;16;true;600007;59327;122456;
17;45188.281870103354;16;true;600001;54038;111787;
18;45493.37850894816;16;true;600011;52958;109547;
19;45544.116985907895;16;true;600007;47902;99496;
20;45856.31044455202;16;true;600000;54148;112044;
21;45988.67608281683;16;true;600009;69049;141613;
22;46120.10209240626;16;true;600009;49134;102024;
23;46245.619804536844;16;true;600011;64084;131810;
24;46382.773127397915;16;true;600003;55629;115048;
25;47348.29699501804;16;true;600003;70328;144332;
26;42940.589855984894;17;true;600007;59938;123628;
27;44042.42021578012;17;true;600003;53719;111292;
28;45076.12670644916;17;true;600001;64908;133356;
29;46149.590836377836;17;true;600000;88491;180724;
30;47667.418659269395;17;true;600007;71033;145840;
