trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;42783.741052530386;81;true;600003;49991;102795;
2;43538.76632229937;81;true;600002;48681;100184;
3;43580.954073224755;81;true;600007;46204;95172;
4;44109.64153079363;81;true;600001;50330;103455;
5;44493.71533009325;81;true;600005;52391;107559;
6;44732.230669375815;81;true;600005;49993;102768;
7;45725.48567086255;81;true;600002;49070;100952;
8;45938.6667456163;81;true;600007;46011;94824;
9;42636.04248519042;82;true;600006;49019;100889;
10;42676.30428491818;82;true;600006;56808;116396;
11;42794.33492927199;82;true;600005;51476;105793;
12;42868.71292646891;82;true;600013;50815;104449;
13;43102.991392517055;82;true;600006;48062;98914;
14;43417.027093427445;82;true;600006;47258;97259;
15;43432.57507665798;82;true;600006;48353;99535;
16;43456.84341066196;82;true;600010;55020;112821;
17;43949.904148170375;82;true;600002;55372;113554;
18;43963.07499272578;82;true;600007;53427;109659;
19;44017.228455092074;82;true;600009;50954;104757;
20;44215.58286020363;82;true;600015;55105;113065;
21;44272.391341713694;82;true;600004;52336;107396;
22;44319.91517520876;82;true;600001;49744;102289;
23;44608.86150466642;82;true;600008;48776;100409;
24;45180.62210562639;82;true;600001;58393;119545;
25;43024.86226508897;83;true;600000;67526;137893;
26;44073.36628118037;83;true;600008;57650;118073;
27;44183.910964355025;83;true;600000;46842;96488;
28;44277.02400594232;83;true;600003;48600;100093;
29;44550.81077305772;83;true;600000;50162;103172;
30;44701.52794198842;83;true;600006;52486;107731;
