mean_bsf_nv;sd_bsf_nv;mean_bsf_tc;sd_bsf_tc;mean_bsf_fc;sd_bsf_fc;mean_exec_time;sd_exec_time;mean_total_iterations;sd_solution_evaluations;mean_total_iterations;sd_solution_evaluations;
35.63333333333333;1.0980651740387641;22631.658779791316;912.5977522330384;1.0;0.0;600002.4;2.966479394838264;71855.23333333334;12403.096678633938;147331.73333333334;24817.01668965697;
