trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;30887.012129875708;15;true;600011;64752;131575;
2;31288.9986893773;16;true;600003;91947;185916;
3;31306.31069634514;16;true;600003;85224;172458;
4;31613.03452267966;16;true;600002;103473;208929;
5;32014.8171669278;16;true;600006;62467;126955;
6;32126.138554784215;16;true;600000;77488;157059;
7;33427.25643969641;16;true;600004;87737;177599;
8;29738.82341640561;17;true;600008;86280;174575;
9;30253.664843041643;17;true;600008;99219;200532;
10;30990.794979684204;17;true;600003;61617;125301;
11;30995.620649885146;17;true;600007;61667;125395;
12;31082.013018764923;17;true;600003;88517;179182;
13;31128.760673461966;17;true;600003;113525;229121;
14;31328.074099802034;17;true;600000;65095;132232;
15;31336.272023564026;17;true;600003;102480;207017;
16;31411.223706220695;17;true;600007;63481;129019;
17;31844.619363108144;17;true;600010;49289;100629;
18;31871.76431528507;17;true;600005;65060;132080;
19;32071.30214470409;17;true;600010;57230;116454;
20;32197.76181869874;17;true;600007;57816;117645;
21;32833.65084575685;17;true;600003;75254;152481;
22;32904.89755801574;17;true;600001;125699;253530;
23;31232.862571414014;18;true;600003;53655;109326;
24;31849.338087106502;18;true;600002;96148;194315;
25;31995.01148790228;18;true;600000;112824;227715;
26;32448.28159751716;18;true;600014;93878;189816;
27;33103.10663762643;18;true;600015;125062;252098;
28;33167.19299996454;18;true;600005;65548;133101;
29;33813.8661087364;18;true;600005;107862;217732;
30;33366.05052922753;19;true;600012;64284;130552;
