trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;45100.546773981674;18;true;600006;55744;115481;
2;46653.46017043926;19;true;600009;69020;141763;
3;48771.87910692497;19;true;600005;49485;102756;
4;49288.952978919006;19;true;600007;71405;146625;
5;50369.172574773125;19;true;600007;65287;134399;
6;50729.95691708092;19;true;600006;54397;112567;
7;51222.85834935428;19;true;600006;75845;155545;
8;52190.73117538155;19;true;600013;56123;116049;
9;45811.125521803326;20;true;600003;64276;132385;
10;46422.3811158761;20;true;600001;78104;159924;
11;47054.09912559583;20;true;600005;67751;139308;
12;48121.69789400973;20;true;600002;69258;142302;
13;49135.85921966471;20;true;600008;63810;131535;
14;49292.689016379634;20;true;600011;53960;111752;
15;49436.493265576144;20;true;600004;66000;135815;
16;49921.461637053624;20;true;600001;56001;115816;
17;51415.81625113834;20;true;600001;66498;136835;
18;51437.34320866164;20;true;600001;69368;142660;
19;52502.64736413751;20;true;600007;64815;133457;
20;46287.94903075066;21;true;600006;74290;152487;
21;47315.862204611505;21;true;600007;54357;112489;
22;47767.9522066695;21;true;600006;61947;127723;
23;48286.88187722965;21;true;600001;69399;142518;
24;48364.307255383035;21;true;600001;64701;133330;
25;49365.287869813896;21;true;600005;78664;161133;
26;50731.8484274184;21;true;600006;58085;120031;
27;51657.58735158726;21;true;600007;56982;117842;
28;47615.05271477776;22;true;600009;59297;122402;
29;48070.08843217039;22;true;600008;59197;122278;
30;49264.983820857946;22;true;600020;53978;111788;
