trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;33445.212626162094;27;true;600003;105016;213071;
2;33821.49223573683;27;true;600007;116801;236576;
3;34008.55485831226;27;true;600000;99069;201103;
4;32908.211021922936;28;true;600000;89625;182298;
5;33508.00700532683;28;true;600007;73538;150053;
6;33685.162765696805;28;true;600007;76296;155570;
7;33816.31957247446;28;true;600000;91609;186154;
8;33909.06578795721;28;true;600001;111096;225167;
9;33919.13000621673;28;true;600002;87700;178404;
10;33941.19349634605;28;true;600009;68249;139395;
11;33966.94604679147;28;true;600000;90183;183323;
12;34102.55868952803;28;true;600005;72003;146937;
13;34574.99669978873;28;true;600001;89363;181669;
14;34958.23813569389;28;true;600000;80639;164285;
15;35003.75166451579;28;true;600013;96292;195542;
16;33392.422315647695;29;true;600005;106979;216966;
17;33418.127483723954;29;true;600004;82468;167873;
18;33564.21483239052;29;true;600000;109608;222196;
19;33756.35415503749;29;true;600001;98784;200508;
20;33848.45120919016;29;true;600005;105136;213247;
21;33939.19933264747;29;true;600004;95594;194177;
22;33984.72304517709;29;true;600004;75523;153939;
23;34008.364772735076;29;true;600000;101474;205916;
24;34093.742831926276;29;true;600009;100904;204802;
25;34202.31945531017;29;true;600002;87573;178175;
26;34327.59162383201;29;true;600003;98027;198960;
27;33379.608023998655;30;true;600001;106705;216404;
28;34382.331503894486;30;true;600003;89678;182336;
29;34715.33519156538;30;true;600013;82237;167433;
30;34924.10271452796;30;true;600005;110078;223055;
