trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;48265.50596728022;87;true;600014;59997;122551;
2;48314.604344002335;87;true;600007;56080;114640;
3;48331.002378783945;87;true;600004;63625;129760;
4;48435.04459665982;87;true;600001;67672;137840;
5;48455.79798322279;87;true;600010;64106;130692;
6;48462.11097829601;87;true;600003;66647;135797;
7;48476.674938420874;87;true;600007;53690;109908;
8;48493.49187454444;87;true;600008;56578;115708;
9;48497.60396793416;87;true;600014;67754;138010;
10;48502.47933180712;87;true;600001;57705;117924;
11;48503.33632392356;87;true;600002;66347;135162;
12;48504.28091642815;87;true;600004;59691;121881;
13;48505.11373176839;87;true;600011;60605;123691;
14;48525.020143023045;87;true;600008;57783;118045;
15;48532.07164167766;87;true;600005;73054;148577;
16;48553.87878543706;87;true;600002;68678;139854;
17;48559.25256934861;87;true;600007;67598;137746;
18;48575.585183005926;87;true;600004;62053;126604;
19;48576.06360869765;87;true;600007;61332;125186;
20;48577.2211288937;87;true;600001;53241;108950;
21;48599.16993240317;87;true;600003;53521;109532;
22;48668.44802476315;87;true;600002;63183;128840;
23;48675.007767398616;87;true;600005;58824;120153;
24;48678.580087450246;87;true;600001;51943;106422;
25;48690.26937547858;87;true;600003;57425;117386;
26;48720.70805794445;87;true;600000;66644;135744;
27;48742.590835542665;87;true;600006;62822;128084;
28;48750.552164566376;87;true;600002;63994;130465;
29;48760.43051096857;87;true;600002;74746;151965;
30;48832.26559066745;87;true;600000;58785;120022;
