mean_bsf_nv;sd_bsf_nv;mean_bsf_tc;sd_bsf_tc;mean_bsf_fc;sd_bsf_fc;mean_exec_time;sd_exec_time;mean_total_iterations;sd_solution_evaluations;mean_total_iterations;sd_solution_evaluations;
100.0;0.0;42488.657042713436;0.0;1.0;0.0;120009.9;7.901767589247531;5087.533333333334;244.27369236495605;10184.2;488.42141216583553;
