trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;33909.56264880845;23;true;120171;1649;3703;
2;33980.54651141973;23;true;120001;2416;5141;
3;34155.906816124705;23;true;120711;3308;6877;
4;34182.57749063862;23;true;120003;3713;7681;
5;34355.145330472886;23;true;120419;2491;5309;
6;34690.68461158541;23;true;120007;1849;4101;
7;34716.94916543881;23;true;120018;3350;6965;
8;35653.92411930863;23;true;120012;1827;4061;
9;31040.749427848263;24;true;120004;3129;6537;
10;31097.088590809697;24;true;120017;3432;7127;
11;31102.17165075697;24;true;120003;2252;4855;
12;31136.097163949555;24;true;120006;2396;5135;
13;31138.659376191823;24;true;120004;2345;5055;
14;31150.655057372227;24;true;120028;2971;6239;
15;31153.400513309727;24;true;120007;1394;3225;
16;31166.997737006976;24;true;120018;2268;4883;
17;31180.245678578427;24;true;120019;2732;5761;
18;31198.445103056867;24;true;120009;1941;4231;
19;31234.509260459043;24;true;120003;1676;3749;
20;31247.436268632733;24;true;120009;1769;3961;
21;31260.816999904127;24;true;120024;2305;4973;
22;31291.965433742465;24;true;120013;3176;6619;
23;31380.922058156433;24;true;120056;2048;4457;
24;31385.677715097627;24;true;120014;1303;3015;
25;31430.214438900504;24;true;120019;2645;5597;
26;31443.02946216994;24;true;120011;1882;4159;
27;31654.514989163672;24;true;120018;1444;3251;
28;32371.214853308225;24;true;120003;2310;4979;
29;33236.62082045572;24;true;120009;3152;6597;
30;34744.68533782628;24;true;120011;1902;4187;
