trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;31997.76662685255;10;true;139511;6;49;
2;32658.40201086396;10;true;139686;7;47;
3;33225.24288153947;10;true;146770;4;41;
4;33398.02740379523;10;true;187540;7;53;
5;33843.36742863008;10;true;156519;5;45;
6;42788.6482380681;10;true;143054;5;45;
7;30233.439607615124;11;true;149722;4;39;
8;30774.85875699482;11;true;135143;7;51;
9;30854.36440008635;11;true;130263;3;35;
10;31059.138247913008;11;true;132089;4;39;
11;31118.973748304958;11;true;136460;4;39;
12;31172.290526263736;11;true;134770;5;43;
13;31237.710850316438;11;true;145759;5;43;
14;31309.489489547395;11;true;126943;5;45;
15;31313.699272122456;11;true;147809;5;43;
16;31521.012299305716;11;true;144238;6;47;
17;31714.202823921732;11;true;153283;5;43;
18;31746.764352197857;11;true;121887;4;39;
19;31749.847299755307;11;true;139014;6;43;
20;31752.498744758137;11;true;129053;4;33;
21;31796.834786851214;11;true;145165;3;35;
22;31885.04507316349;11;true;138915;4;39;
23;31893.72264802492;11;true;130252;5;43;
24;31947.745949510303;11;true;127208;3;35;
25;31997.267844329104;11;true;133917;3;33;
26;32001.652246936737;11;true;158663;3;39;
27;32143.670714913776;11;true;143586;4;37;
28;32157.41392817075;11;true;138585;4;39;
29;32552.556444340666;11;true;124886;4;37;
30;32924.56634054607;11;true;123911;7;47;
