trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;39513.78826138476;75;true;120009;3691;7481;
2;39980.22100700259;75;true;120018;3161;6447;
3;40301.93049878589;75;true;120096;3303;6719;
4;40769.50017243422;75;true;121643;3344;6783;
5;40770.44957277536;75;true;120003;3182;6493;
6;39477.49155973551;76;true;120004;3220;6545;
7;39520.957202125544;76;true;120039;3411;6923;
8;39956.78961497795;76;true;120017;3259;6615;
9;39967.07647892276;76;true;120015;3585;7273;
10;39970.22238172234;76;true;120014;3497;7075;
11;40021.7180271645;76;true;120014;3368;6841;
12;40089.95233488083;76;true;120003;3253;6601;
13;40160.5078600877;76;true;120024;3342;6775;
14;40344.815155759694;76;true;120017;3309;6733;
15;40376.30933895047;76;true;120005;3391;6885;
16;40392.241771036286;76;true;120023;3235;6581;
17;40418.31253267658;76;true;120019;3437;6973;
18;40448.46286880553;76;true;120005;3090;6311;
19;40483.62080760542;76;true;120022;3374;6849;
20;40499.93190963338;76;true;120014;3209;6515;
21;40670.16616852483;76;true;120031;3267;6633;
22;40767.210926153835;76;true;120009;3414;6925;
23;40979.58606868765;76;true;120003;3355;6809;
24;40983.5974146996;76;true;120020;3169;6453;
25;41068.48498283148;76;true;120018;3163;6437;
26;41123.018841543395;76;true;120024;3272;6653;
27;41148.17341049949;76;true;120026;3514;7135;
28;41162.691395179565;76;true;120007;3846;7773;
29;41192.13588434561;76;true;120010;3141;6403;
30;41380.196953658844;76;true;120012;3300;6711;
