trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;17542.858488545913;31;true;120002;1156;2487;
2;17985.982262379584;31;true;120002;1068;2343;
3;18101.349664216665;31;true;120985;730;1693;
4;18324.78846667087;31;true;120335;1186;2561;
5;18484.740681197178;31;true;120035;756;1741;
6;18927.234797451933;31;true;121518;924;2069;
7;19142.507846956298;31;true;120007;1181;2577;
8;19331.406959939573;31;true;120009;738;1709;
9;19517.15165213458;31;true;120006;1154;2525;
10;19815.975286428125;31;true;120015;1050;2297;
11;20484.519963702747;31;true;120017;1231;2667;
12;20553.229839672633;31;true;120962;1333;2859;
13;21262.507915176597;31;true;120867;1009;2233;
14;21795.32230878142;31;true;120399;494;1223;
15;21905.10465754893;31;true;120005;933;2087;
16;21963.43657011832;31;true;120224;898;1999;
17;22075.121698361156;31;true;120020;1001;2201;
18;23511.37598864464;31;true;122768;982;2217;
19;18132.20089965803;32;true;120001;1449;3089;
20;18541.782491179278;32;true;120015;832;1887;
21;18601.782411231918;32;true;120399;525;1293;
22;18859.947904960532;32;true;120011;870;1931;
23;19661.208937136787;32;true;120003;654;1521;
24;19732.58959686752;32;true;120103;266;755;
25;20758.751582844703;32;true;121239;458;1155;
26;20912.831954137408;32;true;120544;724;1655;
27;21365.830599899225;32;true;120858;614;1445;
28;21374.869656161973;32;true;120006;681;1571;
29;24332.830216952;32;true;120009;399;1033;
30;25330.531086015904;32;true;121641;369;959;
