trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;42838.394821297006;101;true;120019;5254;10559;
2;42838.39482129701;101;true;120015;5470;11011;
3;42838.39482129701;101;true;120012;5369;10791;
4;42838.39482129701;101;true;120022;5143;10339;
5;42838.39482129701;101;true;120007;5272;10595;
6;42838.39482129701;101;true;120014;5005;10073;
7;42838.39482129701;101;true;120010;4996;10055;
8;42838.39482129701;101;true;120023;5045;10145;
9;42838.39482129701;101;true;120021;5033;10133;
10;42838.39482129701;101;true;120007;5167;10399;
11;42838.39482129701;101;true;120011;5579;11209;
12;42838.39482129701;101;true;120003;5172;10417;
13;42838.39482129702;101;true;120016;5473;10995;
14;42838.39482129702;101;true;120009;5457;10973;
15;42838.39482129702;101;true;120031;5463;10977;
16;42838.39482129702;101;true;120007;5458;10975;
17;42838.39482129702;101;true;120005;5270;10587;
18;42838.39482129702;101;true;120041;5257;10563;
19;42838.39482129702;101;true;120000;5253;10561;
20;42838.39482129702;101;true;120003;5319;10697;
21;42838.39482129703;101;true;120005;5431;10925;
22;42838.39482129703;101;true;120001;5325;10743;
23;42838.39482129703;101;true;120014;5324;10695;
24;42838.39482129703;101;true;120005;5005;10071;
25;42838.39482129703;101;true;120005;5081;10225;
26;42838.39482129703;101;true;120013;5093;10247;
27;42838.39482129703;101;true;120016;5035;10149;
28;42838.39482129703;101;true;120011;5257;10593;
29;42838.39482129703;101;true;120035;5284;10621;
30;42840.02683540883;101;true;120022;5244;10535;
