trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;47580.924824106274;41;true;120358;4275;8935;
2;45443.83605427965;42;true;120008;4223;8787;
3;46108.33840528144;42;true;120001;4353;9081;
4;46437.90907858212;42;true;120005;4391;9157;
5;46468.40926728831;42;true;120000;4677;9621;
6;46523.655561693275;42;true;120006;4141;8681;
7;46575.394576896695;42;true;120018;4612;9545;
8;46640.333781927926;42;true;120003;4247;8845;
9;46765.31194393416;42;true;120018;3822;8067;
10;46797.024924588884;42;true;120002;4100;8589;
11;46970.352992095126;42;true;120007;4316;8963;
12;46994.162682857124;42;true;120014;4364;9065;
13;47077.24516099456;42;true;120006;4612;9529;
14;47133.1060264454;42;true;120003;4159;8671;
15;47230.04916025721;42;true;120008;3611;7649;
16;47297.872897768;42;true;120002;3264;7001;
17;47342.77250791864;42;true;120010;4049;8479;
18;47386.72956068025;42;true;120003;3792;7989;
19;47528.61228989227;42;true;120001;4558;9451;
20;47664.57648598526;42;true;120007;4157;8683;
21;47796.40906745725;42;true;120000;4555;9431;
22;45530.531797577045;43;true;120021;4777;9817;
23;45773.678668439956;43;true;120012;4852;9987;
24;46030.77211067828;43;true;120005;3725;7845;
25;46051.09842905603;43;true;120002;4335;8985;
26;46375.733915183526;43;true;120016;4276;8901;
27;47023.98139464092;43;true;120016;3901;8181;
28;47097.03326018039;43;true;120001;4228;8805;
29;47242.84492506394;43;true;120003;4115;8585;
30;47451.25835995308;43;true;120005;4067;8473;
