trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;18673.711896709283;33;true;600140;0;584788;
2;18675.199859449644;33;true;600544;0;771821;
3;18698.454416181605;33;true;600234;0;727201;
4;18700.795601972473;33;true;600496;0;581791;
5;18821.949253433497;33;true;600959;0;630301;
6;18901.317381598117;33;true;601075;0;627072;
7;19389.437265471915;33;true;601158;0;659907;
8;19404.3790730715;33;true;600280;0;790098;
9;19730.213855633752;33;true;600920;0;762686;
10;19860.50242648185;33;true;600247;0;572753;
11;19223.19134512124;34;true;600653;0;810178;
12;19722.959219666067;34;true;601464;0;800749;
13;19769.82647061534;34;true;600799;0;822688;
14;19888.54144878281;34;true;600466;0;768283;
15;19944.620551243443;34;true;601175;0;775843;
16;19995.021453961188;34;true;600390;0;724429;
17;20007.40145292173;34;true;600884;0;786676;
18;20071.28035570642;34;true;600469;0;887104;
19;20123.761557481128;34;true;600885;0;691338;
20;20321.591731772296;34;true;601066;0;701967;
21;20498.716940052225;34;true;600941;0;706801;
22;20566.261823846144;34;true;600393;0;838029;
23;20568.07880475227;34;true;600423;0;679472;
24;20783.8258472834;34;true;600700;0;774364;
25;20797.997001437667;34;true;600983;0;580580;
26;20938.697205545188;34;true;600725;0;872953;
27;21059.92596624545;34;true;600515;0;733845;
28;21537.335545498914;34;true;600365;0;713796;
29;21162.466354109853;35;true;600180;0;930589;
30;21928.464911948326;35;true;600659;0;802294;
