trial;tc;nv;feasible;execTime;totalIterations;numSolutionsEvaluation;
1;55360.472585838565;22;true;601457;0;787939;
2;54456.61508194555;23;true;601306;0;870483;
3;54737.85442344281;23;true;600160;0;871774;
4;54920.454642380166;23;true;600612;0;810756;
5;55188.81503492176;23;true;600736;0;827713;
6;55458.30912120007;23;true;601160;0;913590;
7;55941.27352373843;23;true;601332;0;866158;
8;56355.70613993736;23;true;600655;0;841313;
9;56421.36037119915;23;true;601026;0;745473;
10;56472.93430202843;23;true;600322;0;821226;
11;56720.19677159592;23;true;600746;0;823689;
12;57528.966051289775;23;true;600734;0;779929;
13;58551.48479372365;23;true;600550;0;786614;
14;55220.22668498386;24;true;600496;0;918847;
15;55403.71366703941;24;true;600876;0;897303;
16;55524.46891460667;24;true;601016;0;884378;
17;55763.16859793918;24;true;600795;0;877642;
18;55791.423662511115;24;true;600011;0;888099;
19;56152.21155756606;24;true;601049;0;894532;
20;56194.59502299459;24;true;600357;0;827785;
21;56229.45928404572;24;true;600384;0;862407;
22;56645.51619312444;24;true;601500;0;871935;
23;56685.504964939464;24;true;601197;0;880342;
24;56780.35082101748;24;true;600752;0;888836;
25;56948.69440685036;24;true;600379;0;833918;
26;57182.96564648684;24;true;601370;0;807674;
27;57370.48591662208;24;true;601093;0;877501;
28;57920.96299264267;24;true;600233;0;858974;
29;58116.82150059407;24;true;600812;0;863145;
30;56751.424580746156;25;true;600869;0;971877;
